gene	DB_symbol	regulation	GeneType	ONG_Alias	ONG_Links	ONG_Cytoband	ONG_FullName	TSG_Alias	TSG_Links	TSG_Chromosome	TSG_Cytoband	TSG_FullName
5889	RAD51C	TSG	protein-coding	NA	NA	NA	NA	BROVCA3|FANCO|R51H3|RAD51L2	MIM:602774|HGNC:HGNC:9820|Ensembl:ENSG00000108384|HPRD:04143|Vega:OTTHUMG00000141292	17	17q22	RAD51 paralog C
5909	RAP1GAP	TSG	protein-coding	NA	NA	NA	NA	RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP	MIM:600278|HGNC:HGNC:9858|Ensembl:ENSG00000076864|HPRD:02609|Vega:OTTHUMG00000007513	1	1p36.1-p35	RAP1 GTPase activating protein
5915	RARB	TSG	protein-coding	NA	NA	NA	NA	HAP|MCOPS12|NR1B2|RRB2	MIM:180220|HGNC:HGNC:9865|Ensembl:ENSG00000077092|HPRD:07183|Vega:OTTHUMG00000130480	3	3p24.2	retinoic acid receptor, beta
5920	RARRES3	TSG	protein-coding	NA	NA	NA	NA	HRASLS4|HRSL4|PLA1/2-3|RIG1|TIG3	MIM:605092|HGNC:HGNC:9869|Ensembl:ENSG00000133321|HPRD:05479|Vega:OTTHUMG00000167850	11	11q23	retinoic acid receptor responder (tazarotene induced) 3
5925	RB1	TSG	protein-coding	NA	NA	NA	NA	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	MIM:614041|HGNC:HGNC:9884|Ensembl:ENSG00000139687|HPRD:01574|Vega:OTTHUMG00000016900	13	13q14.2	retinoblastoma 1
5927	KDM5A	TSG	protein-coding	NA	NA	NA	NA	RBBP-2|RBBP2|RBP2	MIM:180202|HGNC:HGNC:9886|Ensembl:ENSG00000073614|HPRD:08915|Vega:OTTHUMG00000168055	12	12p11	lysine (K)-specific demethylase 5A
5931	RBBP7	TSG	protein-coding	NA	NA	NA	NA	RbAp46	MIM:300825|HGNC:HGNC:9890|Ensembl:ENSG00000102054|HPRD:04231|Vega:OTTHUMG00000021198	X	Xp22.2	retinoblastoma binding protein 7
5932	RBBP8	TSG	protein-coding	NA	NA	NA	NA	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	MIM:604124|HGNC:HGNC:9891|Ensembl:ENSG00000101773|HPRD:04990|Vega:OTTHUMG00000131769	18	18q11.2	retinoblastoma binding protein 8
5933	RBL1	TSG	protein-coding	NA	NA	NA	NA	CP107|PRB1|p107	MIM:116957|HGNC:HGNC:9893|Ensembl:ENSG00000080839|HPRD:00312|Vega:OTTHUMG00000032406	20	20q11.2	retinoblastoma-like 1
5934	RBL2	TSG	protein-coding	NA	NA	NA	NA	P130|Rb2	MIM:180203|HGNC:HGNC:9894|Ensembl:ENSG00000103479|HPRD:01576|Vega:OTTHUMG00000133198	16	16q12.2	retinoblastoma-like 2
5936	RBM4	TSG	protein-coding	NA	NA	NA	NA	LARK|RBM4A|ZCCHC21|ZCRB3A	MIM:602571|HGNC:HGNC:9901|Ensembl:ENSG00000173933|HPRD:03982|Vega:OTTHUMG00000154171	11	11q13	RNA binding motif protein 4
5947	RBP1	TSG	protein-coding	NA	NA	NA	NA	CRABP-I|CRBP|CRBP1|CRBPI|RBPC	MIM:180260|HGNC:HGNC:9919|Ensembl:ENSG00000114115|HPRD:07036|Vega:OTTHUMG00000155751	3	3q23	retinol binding protein 1, cellular
6041	RNASEL	TSG	protein-coding	NA	NA	NA	NA	PRCA1|RNS4	MIM:180435|HGNC:HGNC:10050|Ensembl:ENSG00000135828|HPRD:01590|Vega:OTTHUMG00000035213	1	1q25	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)
6050	RNH1	TSG	protein-coding	NA	NA	NA	NA	RAI|RNH	MIM:173320|HGNC:HGNC:10074|Ensembl:ENSG00000023191|HPRD:01412|Vega:OTTHUMG00000119086	11	11p15.5	ribonuclease/angiogenin inhibitor 1
6091	ROBO1	TSG	protein-coding	NA	NA	NA	NA	DUTT1|SAX3	MIM:602430|HGNC:HGNC:10249|Ensembl:ENSG00000169855|HPRD:03890|Vega:OTTHUMG00000158843	3	3p12	roundabout, axon guidance receptor, homolog 1 (Drosophila)
6117	RPA1	TSG	protein-coding	NA	NA	NA	NA	HSSB|MST075|REPA1|RF-A|RP-A|RPA70	MIM:179835|HGNC:HGNC:10289|Ensembl:ENSG00000132383|HPRD:01565|Vega:OTTHUMG00000090579	17	17p13.3	replication protein A1, 70kDa
6125	RPL5	TSG	protein-coding	NA	NA	NA	NA	DBA6|L5|PPP1R135	MIM:603634|HGNC:HGNC:10360|Ensembl:ENSG00000122406|HPRD:04699|Vega:OTTHUMG00000010899	1	1p22.1	ribosomal protein L5
6134	RPL10	TSG	protein-coding	NA	NA	NA	NA	AUTSX5|DXS648|DXS648E|L10|NOV|QM	MIM:312173|HGNC:HGNC:10298|Ensembl:ENSG00000147403|HPRD:02421|Vega:OTTHUMG00000033189	X	Xq28	ribosomal protein L10
6135	RPL11	TSG	protein-coding	NA	NA	NA	NA	DBA7|GIG34|L11	MIM:604175|HGNC:HGNC:10301|Ensembl:ENSG00000142676|HPRD:10364|Vega:OTTHUMG00000002926	1	1p36.1-p35	ribosomal protein L11
6196	RPS6KA2	TSG	protein-coding	NA	NA	NA	NA	HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|pp90RSK3	MIM:601685|HGNC:HGNC:10431|Ensembl:ENSG00000071242|HPRD:03403|Vega:OTTHUMG00000016007	6	6q27	ribosomal protein S6 kinase, 90kDa, polypeptide 2
6273	S100A2	TSG	protein-coding	NA	NA	NA	NA	CAN19|S100L	MIM:176993|HGNC:HGNC:10492|Ensembl:ENSG00000196754|HPRD:01508|Vega:OTTHUMG00000035031	1	1q21	S100 calcium binding protein A2
6282	S100A11	TSG	protein-coding	NA	NA	NA	NA	HEL-S-43|MLN70|S100C	MIM:603114|HGNC:HGNC:10488|Ensembl:ENSG00000163191|HPRD:04385|Vega:OTTHUMG00000013069	1	1q21	S100 calcium binding protein A11
6288	SAA1	TSG	protein-coding	NA	NA	NA	NA	PIG4|SAA|SAA2|TP53I4	MIM:104750|HGNC:HGNC:10513|Ensembl:ENSG00000173432|HPRD:00097|Vega:OTTHUMG00000166147	11	11p15.1	serum amyloid A1
6294	SAFB	TSG	protein-coding	NA	NA	NA	NA	HAP|HET|SAF-B1|SAFB1	MIM:602895|HGNC:HGNC:10520|Ensembl:ENSG00000160633|HPRD:04205|Vega:OTTHUMG00000180502	19	19p13.3-p13.2	scaffold attachment factor B
6297	SALL2	TSG	protein-coding	NA	NA	NA	NA	COLB|HSAL2|Sal-2|ZNF795|p150(Sal2)	MIM:602219|HGNC:HGNC:10526|Ensembl:ENSG00000165821|HPRD:03743|Vega:OTTHUMG00000168826	14	14q11.1-q12	spalt-like transcription factor 2
6387	CXCL12	TSG	protein-coding	NA	NA	NA	NA	IRH|PBSF|SCYB12|SDF1|TLSF|TPAR1	MIM:600835|HGNC:HGNC:10672|Ensembl:ENSG00000107562|HPRD:02904|Vega:OTTHUMG00000018054	10	10q11.1	chemokine (C-X-C motif) ligand 12
6389	SDHA	TSG	protein-coding	NA	NA	NA	NA	CMD1GG|FP|PGL5|SDH1|SDH2|SDHF	MIM:600857|HGNC:HGNC:10680|Ensembl:ENSG00000073578|HPRD:02914|Vega:OTTHUMG00000090275	5	5p15	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
6390	SDHB	TSG	protein-coding	NA	NA	NA	NA	CWS2|IP|PGL4|SDH|SDH1|SDH2|SDHIP	MIM:185470|HGNC:HGNC:10681|Ensembl:ENSG00000117118|HPRD:01707|Vega:OTTHUMG00000002289	1	1p36.1-p35	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
6392	SDHD	TSG	protein-coding	NA	NA	NA	NA	CBT1|CII-4|CWS3|PGL|PGL1|QPs3|SDH4|cybS	MIM:602690|HGNC:HGNC:10683|Ensembl:ENSG00000204370|HPRD:04069|Vega:OTTHUMG00000166997	11	11q23	succinate dehydrogenase complex, subunit D, integral membrane protein
6405	SEMA3F	TSG	protein-coding	NA	NA	NA	NA	SEMA-IV|SEMA4|SEMAK	MIM:601124|HGNC:HGNC:10728|Ensembl:ENSG00000001617|HPRD:03079|Vega:OTTHUMG00000156806	3	3p21.3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
6416	MAP2K4	TSG	protein-coding	NA	NA	NA	NA	JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SAPKK-1|SAPKK1|SEK1|SERK1|SKK1	MIM:601335|HGNC:HGNC:6844|Ensembl:ENSG00000065559|HPRD:03213|Vega:OTTHUMG00000178267	17	17p12	mitogen-activated protein kinase kinase 4
6422	SFRP1	TSG	protein-coding	NA	NA	NA	NA	FRP|FRP-1|FRP1|FrzA|SARP2	MIM:604156|HGNC:HGNC:10776|Ensembl:ENSG00000104332|HPRD:09165|Vega:OTTHUMG00000164074	8	8p11.21	secreted frizzled-related protein 1
6423	SFRP2	TSG	protein-coding	NA	NA	NA	NA	FRP-2|SARP1|SDF-5	MIM:604157|HGNC:HGNC:10777|Ensembl:ENSG00000145423|HPRD:16041|Vega:OTTHUMG00000161559	4	4q31.3	secreted frizzled-related protein 2
6424	SFRP4	TSG	protein-coding	NA	NA	NA	NA	FRP-4|FRPHE|sFRP-4	MIM:606570|HGNC:HGNC:10778|Ensembl:ENSG00000106483|HPRD:07357|Vega:OTTHUMG00000023026	7	7p14.1	secreted frizzled-related protein 4
6425	SFRP5	TSG	protein-coding	NA	NA	NA	NA	SARP3	MIM:604158|HGNC:HGNC:10779|Ensembl:ENSG00000120057|HPRD:09166|Vega:OTTHUMG00000018866	10	10q24.1	secreted frizzled-related protein 5
6477	SIAH1	TSG	protein-coding	NA	NA	NA	NA	SIAH1A	MIM:602212|HGNC:HGNC:10857|Ensembl:ENSG00000196470|HPRD:03736|Vega:OTTHUMG00000175417	16	16q12.1	siah E3 ubiquitin protein ligase 1
6595	SMARCA2	TSG	protein-coding	NA	NA	NA	NA	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	MIM:600014|HGNC:HGNC:11098|Ensembl:ENSG00000080503|HPRD:02483|Vega:OTTHUMG00000019445	9	9p22.3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
6596	HLTF	TSG	protein-coding	NA	NA	NA	NA	HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1	MIM:603257|HGNC:HGNC:11099|Ensembl:ENSG00000071794|HPRD:04461|Vega:OTTHUMG00000159534	3	3q25.1-q26.1	helicase-like transcription factor
6597	SMARCA4	TSG	protein-coding	NA	NA	NA	NA	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	MIM:603254|HGNC:HGNC:11100|Ensembl:ENSG00000127616|HPRD:04459|Vega:OTTHUMG00000169272	19	19p13.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
6598	SMARCB1	TSG	protein-coding	NA	NA	NA	NA	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	MIM:601607|HGNC:HGNC:11103|Ensembl:ENSG00000099956|HPRD:03364|Vega:OTTHUMG00000150737	22	22q11.23|22q11	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
6599	SMARCC1	TSG	protein-coding	NA	NA	NA	NA	BAF155|CRACC1|Rsc8|SRG3|SWI3	MIM:601732|HGNC:HGNC:11104|Ensembl:ENSG00000173473|HPRD:03435|Vega:OTTHUMG00000133519	3	3p21.31	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
6648	SOD2	TSG	protein-coding	NA	NA	NA	NA	IPOB|MNSOD|MVCD6	MIM:147460|HGNC:HGNC:11180|Ensembl:ENSG00000112096|HPRD:00938|Vega:OTTHUMG00000015940	6	6q25.3	superoxide dismutase 2, mitochondrial
6656	SOX1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:602148|HGNC:HGNC:11189|HPRD:03687	13	13q34	SRY (sex determining region Y)-box 1
6664	SOX11	TSG	protein-coding	NA	NA	NA	NA	MRD27	MIM:600898|HGNC:HGNC:11191|Ensembl:ENSG00000176887|HPRD:02940|Vega:OTTHUMG00000090333	2	2p25	SRY (sex determining region Y)-box 11
6665	SOX15	TSG	protein-coding	NA	NA	NA	NA	SOX20|SOX26|SOX27	MIM:601297|HGNC:HGNC:11196|Ensembl:ENSG00000129194|HPRD:03191|Vega:OTTHUMG00000178146	17	17p13.1	SRY (sex determining region Y)-box 15
6672	SP100	TSG	protein-coding	NA	NA	NA	NA	lysp100b	MIM:604585|HGNC:HGNC:11206|Ensembl:ENSG00000067066|HPRD:06844|Vega:OTTHUMG00000133203	2	2q37.1	SP100 nuclear antigen
6711	SPTBN1	TSG	protein-coding	NA	NA	NA	NA	ELF|HEL102|SPTB2|betaSpII	MIM:182790|HGNC:HGNC:11275|Ensembl:ENSG00000115306|HPRD:01683|Vega:OTTHUMG00000133746	2	2p21	spectrin, beta, non-erythrocytic 1
6764	ST5	TSG	protein-coding	NA	NA	NA	NA	DENND2B|HTS1|p126	MIM:140750|HGNC:HGNC:11350|Ensembl:ENSG00000166444|HPRD:00780|Vega:OTTHUMG00000165835	11	11p15	suppression of tumorigenicity 5
6767	ST13	TSG	protein-coding	NA	NA	NA	NA	AAG2|FAM10A1|FAM10A4|HIP|HOP|HSPABP|HSPABP1|P48|PRO0786|SNC6	MIM:606796|HGNC:HGNC:11343|Ensembl:ENSG00000100380|HPRD:08426|Vega:OTTHUMG00000151201	22	22q13.2	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
6772	STAT1	TSG	protein-coding	NA	NA	NA	NA	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	MIM:600555|HGNC:HGNC:11362|Ensembl:ENSG00000115415|HPRD:02777|Vega:OTTHUMG00000132699	2	2q32.2	signal transducer and activator of transcription 1, 91kDa
6776	STAT5A	TSG	protein-coding	NA	NA	NA	NA	MGF|STAT5	MIM:601511|HGNC:HGNC:11366|Ensembl:ENSG00000126561|HPRD:03301|Vega:OTTHUMG00000150725	17	17q11.2	signal transducer and activator of transcription 5A
6793	STK10	TSG	protein-coding	NA	NA	NA	NA	LOK|PRO2729	MIM:603919|HGNC:HGNC:11388|Ensembl:ENSG00000072786|HPRD:06796|Vega:OTTHUMG00000163265	5	5q35.1	serine/threonine kinase 10
6794	STK11	TSG	protein-coding	NA	NA	NA	NA	LKB1|PJS|hLKB1	MIM:602216|HGNC:HGNC:11389|Ensembl:ENSG00000118046|HPRD:03740	19	19p13.3	serine/threonine kinase 11
6876	TAGLN	TSG	protein-coding	NA	NA	NA	NA	SM22|SMCC|TAGLN1|WS3-10	MIM:600818|HGNC:HGNC:11553|Ensembl:ENSG00000149591|HPRD:02891|Vega:OTTHUMG00000167067	11	11q23.2	transgelin
6898	TAT	TSG	protein-coding	NA	NA	NA	NA	-	MIM:613018|HGNC:HGNC:11573|HPRD:11776	16	16q22.1	tyrosine aminotransferase
6910	TBX5	TSG	protein-coding	NA	NA	NA	NA	HOS	MIM:601620|HGNC:HGNC:11604|Ensembl:ENSG00000089225|HPRD:03372|Vega:OTTHUMG00000166191	12	12q24.1	T-box 5
6924	TCEB3	TSG	protein-coding	NA	NA	NA	NA	EloA|SIII|SIII p110|TCEB3A	MIM:600786|HGNC:HGNC:11620|Ensembl:ENSG00000011007|HPRD:02873|Vega:OTTHUMG00000002957	1	1p36.1	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
6925	TCF4	TSG	protein-coding	NA	NA	NA	NA	E2-2|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19	MIM:602272|HGNC:HGNC:11634|Ensembl:ENSG00000196628|HPRD:03780|Vega:OTTHUMG00000132713	18	18q21.1	transcription factor 4
6934	TCF7L2	TSG	protein-coding	NA	NA	NA	NA	TCF-4|TCF4	MIM:602228|HGNC:HGNC:11641|Ensembl:ENSG00000148737|HPRD:03751|Vega:OTTHUMG00000019070	10	10q25.3	transcription factor 7-like 2 (T-cell specific, HMG-box)
6997	TDGF1	TSG	protein-coding	NA	NA	NA	NA	CR|CRGF|CRIPTO	MIM:187395|HGNC:HGNC:11701|Ensembl:ENSG00000241186|HPRD:01757|Vega:OTTHUMG00000133482	3	3p21.31	teratocarcinoma-derived growth factor 1
7020	TFAP2A	TSG	protein-coding	NA	NA	NA	NA	AP-2|AP-2alpha|AP2TF|BOFS|TFAP2	MIM:107580|HGNC:HGNC:11742|Ensembl:ENSG00000137203|HPRD:00128|Vega:OTTHUMG00000014235	6	6p24	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
7044	LEFTY2	TSG	protein-coding	NA	NA	NA	NA	EBAF|LEFTA|LEFTYA|TGFB4	MIM:601877|HGNC:HGNC:3122|Ensembl:ENSG00000143768|HPRD:03526|Vega:OTTHUMG00000037441	1	1q42.1	left-right determination factor 2
7045	TGFBI	TSG	protein-coding	NA	NA	NA	NA	BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1	MIM:601692|HGNC:HGNC:11771|Ensembl:ENSG00000120708|HPRD:03409|Vega:OTTHUMG00000163213	5	5q31	transforming growth factor, beta-induced, 68kDa
7048	TGFBR2	TSG	protein-coding	NA	NA	NA	NA	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	MIM:190182|HGNC:HGNC:11773|Ensembl:ENSG00000163513|HPRD:01823|Vega:OTTHUMG00000130569	3	3p22	transforming growth factor, beta receptor II (70/80kDa)
7049	TGFBR3	TSG	protein-coding	NA	NA	NA	NA	BGCAN|betaglycan	MIM:600742|HGNC:HGNC:11774|Ensembl:ENSG00000069702|HPRD:02846	1	1p33-p32	transforming growth factor, beta receptor III
7056	THBD	TSG	protein-coding	NA	NA	NA	NA	AHUS6|BDCA3|CD141|THPH12|THRM|TM	MIM:188040|HGNC:HGNC:11784|Ensembl:ENSG00000178726|HPRD:01764|Vega:OTTHUMG00000032053	20	20p11.2	thrombomodulin
7057	THBS1	TSG	protein-coding	NA	NA	NA	NA	THBS|THBS-1|TSP|TSP-1|TSP1	MIM:188060|HGNC:HGNC:11785|HPRD:01765	15	15q15	thrombospondin 1
7068	THRB	TSG	protein-coding	NA	NA	NA	NA	C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2	MIM:190160|HGNC:HGNC:11799|Ensembl:ENSG00000151090|HPRD:07521|Vega:OTTHUMG00000130478	3	3p24.2	thyroid hormone receptor, beta
7070	THY1	TSG	protein-coding	NA	NA	NA	NA	CD90	MIM:188230|HGNC:HGNC:11801|HPRD:01769|HPRD:11283	11	11q23.3	Thy-1 cell surface antigen
7071	KLF10	TSG	protein-coding	NA	NA	NA	NA	EGR-alpha|EGRA|TIEG|TIEG1	MIM:601878|HGNC:HGNC:11810|Ensembl:ENSG00000155090|HPRD:03527|Vega:OTTHUMG00000164735	8	8q22.2	Kruppel-like factor 10
7078	TIMP3	TSG	protein-coding	NA	NA	NA	NA	HSMRK222|K222|K222TA2|SFD	MIM:188826|HGNC:HGNC:11822|Ensembl:ENSG00000100234|HPRD:01785|Vega:OTTHUMG00000030784	22	22q12.3	TIMP metallopeptidase inhibitor 3
7128	TNFAIP3	TSG	protein-coding	NA	NA	NA	NA	A20|OTUD7C|TNFA1P2	MIM:191163|HGNC:HGNC:11896|Ensembl:ENSG00000118503|HPRD:01857|Vega:OTTHUMG00000015664	6	6q23	tumor necrosis factor, alpha-induced protein 3
7157	TP53	TSG	protein-coding	NA	NA	NA	NA	BCC7|LFS1|P53|TRP53	MIM:191170|HGNC:HGNC:11998|Ensembl:ENSG00000141510|HPRD:01859|Vega:OTTHUMG00000162125	17	17p13.1	tumor protein p53
7158	TP53BP1	TSG	protein-coding	NA	NA	NA	NA	53BP1|p202	MIM:605230|HGNC:HGNC:11999|Ensembl:ENSG00000067369|HPRD:05569|Vega:OTTHUMG00000059757	15	15q15-q21	tumor protein p53 binding protein 1
7159	TP53BP2	TSG	protein-coding	NA	NA	NA	NA	53BP2|ASPP2|BBP|P53BP2|PPP1R13A	MIM:602143|HGNC:HGNC:12000|Ensembl:ENSG00000143514|HPRD:11803|Vega:OTTHUMG00000037379	1	1q41	tumor protein p53 binding protein 2
7182	NR2C2	TSG	protein-coding	NA	NA	NA	NA	TAK1|TR4	MIM:601426|HGNC:HGNC:7972|Ensembl:ENSG00000177463|HPRD:03253	3	3p25	nuclear receptor subfamily 2, group C, member 2
7184	HSP90B1	TSG	protein-coding	NA	NA	NA	NA	ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1	MIM:191175|HGNC:HGNC:12028|Ensembl:ENSG00000166598|HPRD:01860|Vega:OTTHUMG00000170118	12	12q24.2-q24.3	heat shock protein 90kDa beta (Grp94), member 1
7248	TSC1	TSG	protein-coding	NA	NA	NA	NA	LAM|TSC	MIM:605284|HGNC:HGNC:12362|Ensembl:ENSG00000165699|HPRD:05594|Vega:OTTHUMG00000020844	9	9q34	tuberous sclerosis 1
7249	TSC2	TSG	protein-coding	NA	NA	NA	NA	LAM|PPP1R160|TSC4	MIM:191092|HGNC:HGNC:12363|Ensembl:ENSG00000103197|HPRD:01850|Vega:OTTHUMG00000128745	16	16p13.3	tuberous sclerosis 2
7251	TSG101	TSG	protein-coding	NA	NA	NA	NA	TSG10|VPS23	MIM:601387|HGNC:HGNC:15971|Ensembl:ENSG00000074319|HPRD:03229|Vega:OTTHUMG00000167725	11	11p15	tumor susceptibility 101
7262	PHLDA2	TSG	protein-coding	NA	NA	NA	NA	BRW1C|BWR1C|HLDA2|IPL|TSSC3	MIM:602131|HGNC:HGNC:12385|Ensembl:ENSG00000181649|HPRD:03679|Vega:OTTHUMG00000010926	11	11p15.4	pleckstrin homology-like domain, family A, member 2
7268	TTC4	TSG	protein-coding	NA	NA	NA	NA	-	MIM:606753|HGNC:HGNC:12394|Ensembl:ENSG00000243725|HPRD:08417|Vega:OTTHUMG00000009914	1	1p32.3	tetratricopeptide repeat domain 4
7270	TTF1	TSG	protein-coding	NA	NA	NA	NA	TTF-1|TTF-I	MIM:600777|HGNC:HGNC:12397|Ensembl:ENSG00000125482|HPRD:02866|Vega:OTTHUMG00000020836	9	9q34.13	transcription termination factor, RNA polymerase I
7290	HIRA	TSG	protein-coding	NA	NA	NA	NA	DGCR1|TUP1|TUPLE1	MIM:600237|HGNC:HGNC:4916|Ensembl:ENSG00000100084|HPRD:02583|Vega:OTTHUMG00000150134	22	22q11.21	histone cell cycle regulator
7403	KDM6A	TSG	protein-coding	NA	NA	NA	NA	KABUK2|UTX|bA386N14.2	MIM:300128|HGNC:HGNC:12637|Ensembl:ENSG00000147050|HPRD:02131|Vega:OTTHUMG00000021402	X	Xp11.2	lysine (K)-specific demethylase 6A
7405	UVRAG	TSG	protein-coding	NA	NA	NA	NA	DHTX|VPS38|p63	MIM:602493|HGNC:HGNC:12640|HPRD:03929	11	11q13.5	UV radiation resistance associated
7421	VDR	TSG	protein-coding	NA	NA	NA	NA	NR1I1|PPP1R163	MIM:601769|HGNC:HGNC:12679|Ensembl:ENSG00000111424|HPRD:03463|Vega:OTTHUMG00000169890	12	12q13.11	vitamin D (1,25- dihydroxyvitamin D3) receptor
7422	VEGFA	TSG	protein-coding	NA	NA	NA	NA	MVCD1|VEGF|VPF	MIM:192240|HGNC:HGNC:12680|Ensembl:ENSG00000112715|HPRD:01889|Vega:OTTHUMG00000014745	6	6p12	vascular endothelial growth factor A
7428	VHL	TSG	protein-coding	NA	NA	NA	NA	HRCA1|RCA1|VHL1|pVHL	MIM:608537|HGNC:HGNC:12687|HPRD:01905	3	3p25.3	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase
7429	VIL1	TSG	protein-coding	NA	NA	NA	NA	D2S1471|VIL	MIM:193040|HGNC:HGNC:12690|HPRD:01898	2	2q35	villin 1
7447	VSNL1	TSG	protein-coding	NA	NA	NA	NA	HLP3|HPCAL3|HUVISL1|VILIP|VILIP-1	MIM:600817|HGNC:HGNC:12722|Ensembl:ENSG00000163032|HPRD:02890|Vega:OTTHUMG00000090645	2	2p24.3	visinin-like 1
7462	LAT2	TSG	protein-coding	NA	NA	NA	NA	LAB|NTAL|WBSCR15|WBSCR5|WSCR5	MIM:605719|HGNC:HGNC:12749|Ensembl:ENSG00000086730|HPRD:09304|Vega:OTTHUMG00000130151	7	7q11.23	linker for activation of T cells family, member 2
7476	WNT7A	TSG	protein-coding	NA	NA	NA	NA	-	MIM:601570|HGNC:HGNC:12786|HPRD:03341	3	3p25	wingless-type MMTV integration site family, member 7A
7481	WNT11	TSG	protein-coding	NA	NA	NA	NA	HWNT11	MIM:603699|HGNC:HGNC:12776|Ensembl:ENSG00000085741|HPRD:04741|Vega:OTTHUMG00000165264	11	11q13.5	wingless-type MMTV integration site family, member 11
7520	XRCC5	TSG	protein-coding	NA	NA	NA	NA	KARP-1|KARP1|KU80|KUB2|Ku86|NFIV	MIM:194364|HGNC:HGNC:12833|Ensembl:ENSG00000079246|HPRD:08935|Vega:OTTHUMG00000133059	2	2q35	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
7538	ZFP36	TSG	protein-coding	NA	NA	NA	NA	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36	MIM:190700|HGNC:HGNC:12862|Ensembl:ENSG00000128016|HPRD:01835|Vega:OTTHUMG00000182970	19	19q13.1	ZFP36 ring finger protein
7545	ZIC1	TSG	protein-coding	NA	NA	NA	NA	ZIC|ZNF201	MIM:600470|HGNC:HGNC:12872|Ensembl:ENSG00000152977|HPRD:02718|Vega:OTTHUMG00000159456	3	3q24	Zic family member 1
7703	PCGF2	TSG	protein-coding	NA	NA	NA	NA	MEL-18|RNF110|ZNF144	MIM:600346|HGNC:HGNC:12929|Ensembl:ENSG00000277258|HPRD:10621|Vega:OTTHUMG00000188501	17	17q12	polycomb group ring finger 2
7739	ZNF185	TSG	protein-coding	NA	NA	NA	NA	-	MIM:300381|HGNC:HGNC:12976|Ensembl:ENSG00000147394|HPRD:02306|Vega:OTTHUMG00000024187	X	Xq28	zinc finger protein 185 (LIM domain)
7791	ZYX	TSG	protein-coding	NA	NA	NA	NA	ESP-2|HED-2	MIM:602002|HGNC:HGNC:13200|Ensembl:ENSG00000159840|HPRD:03592|Vega:OTTHUMG00000023822	7	7q32	zyxin
7799	PRDM2	TSG	protein-coding	NA	NA	NA	NA	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	MIM:601196|HGNC:HGNC:9347|Ensembl:ENSG00000116731|HPRD:03120|Vega:OTTHUMG00000007917	1	1p36.21	PR domain containing 2, with ZNF domain
7832	BTG2	TSG	protein-coding	NA	NA	NA	NA	PC3|TIS21	MIM:601597|HGNC:HGNC:1131|Ensembl:ENSG00000159388|HPRD:03357|Vega:OTTHUMG00000035834	1	1q32	BTG family, member 2
7869	SEMA3B	TSG	protein-coding	NA	NA	NA	NA	LUCA-1|SEMA5|SEMAA|SemA|semaV	MIM:601281|HGNC:HGNC:10724|Ensembl:ENSG00000012171|HPRD:03179|Vega:OTTHUMG00000156970	3	3p21.3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B
